# Constructed from biom file
#OTU ID	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79
o10	2	5	4	0	2	1	1	0	0	0	0	1	0	2	4	5	0	1	0	5	1	1	1	0	0	2	2	4	1	0	6	2	3	0	2	4	3	1	0	0	2	0	2	2	0	2	0	2	0	4	2	4	3	0	1	2	0	1	0	0	0	5	0	1	2	5	2	0	4	0	0	3	7	0	1	2	0	0	2	0
o11	2	0	0	2	0	1	1	2	1	2	5	5	1	0	1	0	0	1	0	1	0	0	0	0	3	0	2	3	2	0	1	1	0	1	2	0	0	5	1	1	4	2	1	3	0	4	0	2	1	0	1	4	0	1	1	0	2	1	3	0	0	1	1	0	0	1	1	0	3	0	3	0	0	2	4	0	5	0	10	0
o12	0	0	0	8	4	0	1	2	2	2	5	1	3	1	2	0	1	1	2	1	5	1	0	2	6	1	5	3	3	1	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	4	0	2	3	1	0	0	1	0	0	0	5	3	1	5	0	2	1	4	2	4	0	0	2	1
o13	0	3	5	1	2	3	1	2	1	0	5	4	0	2	0	0	0	6	1	0	1	0	0	1	1	0	1	0	0	2	0	0	0	0	4	0	1	1	0	0	0	0	2	2	5	1	1	2	0	2	0	0	2	0	1	0	0	5	0	1	8	0	0	0	1	0	2	1	0	0	5	1	0	5	0	0	2	0	5	1
o14	5	3	0	0	0	2	3	2	0	2	0	5	3	1	0	2	5	2	1	1	0	0	3	2	0	5	0	6	3	2	2	1	3	0	0	3	1	2	0	1	2	0	2	0	1	0	3	0	1	3	1	3	0	2	1	0	0	3	0	2	0	1	9	0	1	3	3	0	0	1	1	0	0	0	0	2	0	7	2	0
o15	0	3	1	6	0	0	2	1	3	1	2	2	3	1	3	0	2	0	2	2	1	0	0	4	1	4	1	1	0	0	7	0	0	6	1	0	2	2	0	1	2	0	2	3	0	0	6	0	4	2	9	2	2	7	0	0	1	1	4	0	1	0	1	4	0	0	1	0	0	2	5	4	0	7	3	2	2	0	0	5
o16	4	1	1	2	0	0	1	4	0	2	4	0	5	0	1	0	2	2	0	1	0	0	0	2	2	0	1	2	1	0	1	4	0	0	2	1	0	1	4	2	2	2	2	0	0	4	1	1	3	6	0	1	1	0	0	3	3	0	2	0	0	1	0	5	3	0	1	0	1	0	2	2	0	3	5	0	3	6	1	5
o17	2	4	1	2	1	4	1	3	3	0	0	3	0	5	5	1	0	2	0	0	0	4	2	3	0	1	0	1	1	0	1	1	3	0	1	7	4	0	2	1	0	3	0	0	1	1	3	6	2	3	10	0	3	1	2	4	3	0	0	2	0	0	0	4	3	1	2	2	1	3	2	1	1	2	0	6	7	3	6	0
o18	0	1	6	0	0	1	0	0	3	2	1	1	4	0	1	0	1	0	0	0	3	0	2	0	4	3	2	5	0	5	0	0	3	1	0	2	0	2	0	0	0	0	0	1	0	0	3	1	2	0	2	2	0	0	4	0	0	0	1	4	2	2	6	1	3	4	4	2	1	1	2	0	3	0	1	2	0	0	1	4
o19	2	0	4	0	2	1	0	0	5	1	2	0	3	3	3	3	0	0	1	3	0	1	0	2	1	0	1	0	2	0	1	0	0	2	0	0	2	1	2	7	2	0	3	1	0	1	4	0	0	2	2	0	1	1	6	0	0	0	1	0	0	2	0	1	3	6	0	2	0	1	4	0	2	0	3	2	0	1	1	1
o20	3	0	0	0	0	3	3	0	0	0	1	0	2	0	1	4	2	0	1	0	0	1	1	1	1	2	2	1	3	0	4	1	0	4	2	0	3	4	0	5	5	0	0	4	1	0	2	0	1	2	1	0	5	1	0	1	0	0	5	0	4	3	1	2	2	2	0	4	3	0	0	3	0	0	0	3	0	0	0	1
o21	2	1	0	3	0	2	2	0	0	4	1	2	0	2	3	0	0	2	1	0	2	0	1	1	0	0	2	3	2	5	4	2	0	5	4	0	2	0	0	0	2	1	0	5	0	4	0	6	0	4	2	2	1	4	3	1	0	1	0	2	1	0	0	3	2	2	3	0	0	0	0	0	2	2	0	1	1	0	1	3
o22	1	5	1	1	2	2	0	4	1	5	1	2	0	3	2	0	0	1	1	0	0	1	1	0	0	0	1	0	0	2	0	0	1	0	2	0	1	3	2	2	3	2	0	1	3	0	0	3	1	0	0	0	1	0	0	4	0	0	0	0	2	3	1	4	0	0	1	0	1	2	2	1	3	3	1	2	3	3	2	5
o23	2	2	1	0	0	0	1	2	6	3	1	0	4	1	0	0	2	0	0	2	2	0	1	0	0	0	0	2	0	0	0	0	2	0	7	2	2	1	5	0	1	1	0	1	2	7	1	1	5	4	2	3	0	3	0	0	1	0	0	0	0	2	1	1	1	0	1	4	0	0	9	0	1	0	1	0	5	1	1	0
o24	2	1	2	4	0	4	0	0	4	1	3	5	1	2	0	0	7	3	1	1	2	0	0	1	0	0	4	1	2	0	0	1	1	0	4	1	0	0	1	0	4	2	0	1	0	0	5	5	1	0	0	1	0	4	0	3	0	2	0	0	0	2	2	4	1	0	1	2	1	0	6	0	0	0	0	0	4	1	1	4
o25	2	1	1	0	0	2	1	0	2	2	0	1	0	3	2	6	0	0	0	1	0	4	0	2	1	3	2	4	3	0	1	0	0	0	0	0	3	1	2	2	2	4	3	1	3	3	2	1	1	2	0	6	2	1	3	4	0	1	4	1	0	6	0	0	2	0	1	4	0	3	1	6	2	0	2	1	3	1	1	3
o26	1	1	0	5	0	0	2	0	2	2	1	2	0	2	6	1	0	1	1	0	0	1	2	2	4	2	0	0	0	0	0	1	2	0	0	1	2	0	2	0	0	2	3	0	1	1	3	0	3	6	0	1	0	1	6	2	5	1	0	5	0	0	4	2	2	1	0	0	1	0	1	0	1	2	0	0	2	1	0	1
o27	0	4	2	0	2	1	1	1	2	5	2	1	2	1	2	4	2	1	0	2	0	0	1	0	0	0	0	0	3	2	0	3	0	0	2	0	1	2	1	2	2	0	6	3	2	6	5	1	0	0	1	5	1	2	1	2	0	2	1	2	1	4	0	4	0	4	3	4	6	2	1	1	1	1	1	2	0	1	1	3
o28	0	1	0	0	2	0	1	2	1	0	2	2	1	1	0	0	2	1	2	2	7	0	0	4	3	3	1	0	0	3	0	2	5	2	0	4	3	1	1	3	2	0	0	0	0	1	1	1	2	1	0	0	0	1	1	2	1	2	3	1	0	1	0	1	1	0	4	0	1	0	1	0	1	2	0	1	3	2	0	0
o29	1	0	5	3	0	1	2	1	2	0	0	3	1	0	0	2	3	2	2	0	1	0	2	1	2	0	0	3	2	1	3	0	0	0	0	6	1	2	1	0	2	1	2	0	0	1	2	0	2	3	2	2	1	3	1	3	1	3	3	0	0	1	0	1	0	0	4	2	4	0	2	0	0	4	0	4	0	1	2	0
o30	0	0	6	2	0	6	1	1	1	1	0	2	3	0	0	0	0	0	0	2	1	1	3	0	1	0	0	4	4	1	2	0	0	0	1	0	0	1	2	2	0	0	0	4	0	2	0	0	3	0	2	2	2	2	0	4	6	0	1	2	7	0	0	0	0	1	3	0	0	1	1	0	1	0	0	1	1	2	1	1
o31	3	2	1	2	3	2	0	0	1	1	1	0	3	1	2	2	0	0	3	1	0	0	2	5	0	2	1	1	2	1	2	0	1	0	7	0	0	1	1	0	6	1	4	0	1	0	2	2	0	3	2	0	2	2	0	0	2	1	0	1	0	0	5	2	1	1	2	0	0	0	2	8	0	0	2	1	1	2	3	4
o32	2	0	2	0	4	0	2	2	0	5	2	1	3	6	1	5	1	2	1	4	0	1	2	3	3	2	4	2	0	0	1	1	4	0	1	0	3	0	1	1	1	6	0	2	1	4	3	1	3	0	4	0	0	6	1	0	0	3	2	2	1	0	1	0	0	6	1	1	2	3	7	1	1	1	4	3	2	0	3	2
o33	1	1	2	2	1	2	1	1	1	4	0	2	1	1	3	0	0	0	4	2	5	0	3	3	0	1	7	1	0	2	0	0	3	0	5	0	0	0	0	1	0	0	3	1	0	4	0	1	0	0	0	2	0	5	0	2	0	1	3	2	7	1	3	3	0	0	0	7	0	2	1	2	1	0	1	0	2	0	0	8
o34	0	0	1	0	0	0	2	3	0	5	1	0	0	2	0	0	0	0	0	6	0	0	7	5	1	1	0	0	3	0	0	3	2	1	0	1	1	1	5	0	0	1	0	2	0	0	1	0	1	2	0	0	0	1	0	2	1	0	1	0	0	1	1	3	1	1	5	1	3	2	8	1	2	2	2	1	3	0	0	1
o35	1	2	4	0	1	0	0	6	2	2	1	2	0	4	4	0	2	0	1	0	5	1	6	3	1	2	0	4	3	0	0	4	1	1	2	1	1	2	0	2	4	3	2	0	0	3	1	1	6	3	3	2	0	0	1	0	1	1	0	1	2	3	0	2	4	1	6	2	2	1	2	2	1	1	0	6	3	2	5	1
o36	1	0	0	1	0	1	1	0	5	1	0	2	2	4	2	4	3	2	2	3	4	0	0	1	3	6	1	2	0	0	0	1	0	1	0	0	2	0	0	1	0	0	2	0	2	0	1	4	0	0	2	3	0	7	5	4	5	0	0	0	5	0	0	1	0	0	0	0	0	0	1	2	1	2	1	0	3	0	0	2
o37	4	1	2	1	2	0	0	4	0	1	5	1	0	0	2	4	0	0	0	1	0	1	2	1	1	0	2	0	3	4	6	2	2	2	3	5	2	2	1	0	2	0	0	0	1	5	1	2	1	4	0	2	2	0	1	0	3	5	1	0	5	0	2	1	2	1	1	0	2	3	1	3	1	0	0	0	0	1	0	1
o38	0	0	0	1	5	5	0	0	2	5	0	1	1	2	0	2	0	6	1	3	1	0	1	3	4	5	3	1	2	2	2	2	1	1	0	3	3	0	1	2	0	0	0	0	3	2	4	3	1	2	0	0	0	1	3	0	3	0	4	1	4	1	1	1	0	1	1	1	1	4	0	1	0	2	0	5	1	1	6	3
o39	2	0	0	1	2	2	1	0	0	2	0	0	1	1	1	0	0	0	1	2	2	2	0	0	3	1	4	0	2	1	0	0	3	3	0	2	6	0	2	1	0	2	1	0	3	1	0	0	2	2	0	5	0	3	0	1	0	2	0	2	0	2	4	8	1	4	3	1	2	6	0	5	5	0	2	0	1	0	1	1
o40	1	7	0	5	4	1	1	0	1	1	1	0	4	0	2	1	3	4	3	2	0	4	3	0	5	1	1	2	2	3	0	1	3	1	3	3	2	4	1	0	2	0	0	0	1	0	2	2	1	6	2	0	6	5	0	0	0	0	0	5	3	0	1	2	6	1	0	2	0	0	2	1	1	0	0	1	0	2	4	0
o41	2	5	0	0	1	2	0	1	1	0	1	0	0	2	0	1	1	4	2	0	1	1	0	3	0	0	1	4	1	1	0	0	7	0	1	0	1	0	4	2	1	0	0	0	3	1	1	1	3	6	0	2	2	3	1	1	3	0	1	6	1	2	1	2	2	3	2	5	5	1	2	0	2	2	1	0	0	3	1	1
o42	0	0	0	1	0	0	1	0	1	2	0	1	8	1	2	1	0	1	3	1	2	3	0	0	1	0	0	0	2	0	0	8	0	3	0	5	0	3	0	5	0	1	2	0	1	1	0	4	0	3	2	0	5	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	2	0	0	1	0	1	0	3	0
o43	0	2	1	5	1	3	0	1	1	0	1	3	4	0	1	0	2	0	2	0	3	0	0	1	1	3	2	2	2	2	0	2	4	1	3	2	4	2	0	0	1	1	0	3	3	0	1	3	0	3	0	2	7	2	1	1	6	3	0	0	2	0	0	3	4	0	0	3	2	2	2	3	0	2	0	0	1	0	0	1
o44	1	0	0	0	2	3	0	0	6	2	0	1	5	0	0	1	0	0	1	4	0	3	0	5	0	1	1	1	4	2	3	1	2	0	1	0	0	0	0	0	1	6	2	1	2	0	0	2	2	0	0	4	0	0	0	2	0	0	0	1	3	0	6	1	1	6	2	1	0	1	1	5	0	0	1	2	0	0	0	3
o45	0	0	3	0	2	1	5	1	1	0	0	0	2	1	0	0	2	1	0	0	0	0	0	1	3	3	2	1	0	3	1	1	2	2	3	2	1	2	2	2	5	0	0	2	0	3	0	0	0	1	2	0	1	0	0	3	1	6	3	0	1	1	3	0	0	1	0	2	2	0	0	2	2	0	2	2	1	5	0	0
o46	2	1	1	2	4	0	0	2	4	0	0	1	0	1	1	2	0	0	1	3	3	0	2	0	0	1	3	1	3	3	1	3	2	3	2	2	4	1	2	2	0	2	2	3	3	1	0	0	0	0	1	1	3	0	3	0	1	0	0	0	1	7	0	1	0	3	3	0	0	2	2	1	3	1	1	2	1	0	1	0
o47	0	1	2	0	0	0	0	1	3	1	0	1	1	1	0	2	0	0	0	1	1	1	4	3	0	0	2	1	1	0	0	2	1	2	1	0	0	0	2	0	1	0	2	3	0	5	0	0	3	3	0	0	2	0	1	0	0	5	1	0	5	1	1	2	1	1	0	3	1	0	0	1	1	1	0	2	0	2	1	0
o48	0	0	0	4	0	0	1	0	0	2	1	0	0	0	3	0	3	1	3	2	1	4	0	10	3	1	1	2	1	1	2	4	0	2	0	5	1	0	1	3	2	0	3	0	0	4	1	6	3	1	0	3	1	0	0	5	2	1	4	0	1	1	4	3	2	2	0	0	2	1	2	1	1	0	1	1	1	0	0	5
o49	0	5	1	0	2	0	0	2	2	0	2	0	5	1	0	0	0	2	0	0	5	1	5	0	1	0	2	0	0	0	1	0	1	0	2	0	0	0	2	3	0	5	3	1	1	0	0	4	1	2	3	1	4	5	2	3	3	3	0	1	1	0	5	1	1	4	0	0	0	1	0	0	1	0	3	0	0	0	9	1
o50	0	0	0	1	4	1	4	0	0	2	5	2	0	4	2	3	0	1	3	2	3	4	0	0	2	1	2	1	1	2	1	3	0	1	0	4	1	7	2	2	7	0	2	3	0	0	0	0	8	1	2	2	2	6	1	2	0	0	3	3	3	2	0	3	0	1	3	2	5	2	2	3	0	2	4	1	0	1	0	2
o51	2	1	1	6	0	0	0	2	0	1	2	0	3	0	2	0	0	2	4	0	3	0	4	1	4	0	0	3	0	1	0	0	3	1	0	0	4	1	2	4	4	0	5	1	3	1	0	1	3	5	0	0	1	3	0	6	0	2	0	5	0	1	3	1	1	6	1	1	5	2	0	0	5	2	0	0	2	0	3	0
o52	0	0	1	0	0	1	4	4	4	4	0	0	0	0	0	0	0	0	2	0	6	2	3	0	1	2	4	0	5	1	0	4	2	0	0	0	3	2	2	0	1	3	4	0	5	3	0	1	3	4	0	3	3	4	3	3	0	1	1	1	0	0	0	1	2	0	3	2	0	0	1	0	4	0	0	0	1	2	1	3
o53	5	1	1	0	0	2	0	3	0	2	2	0	0	1	0	0	0	0	1	2	2	1	1	0	3	0	5	0	3	0	3	1	0	0	0	6	5	0	1	2	2	0	0	1	1	1	1	1	3	1	1	2	0	2	4	0	4	0	3	0	3	2	5	2	7	3	0	2	0	3	2	0	0	3	2	4	4	0	1	4
o54	2	0	1	1	2	3	1	1	4	0	1	2	1	3	0	1	1	7	0	0	1	1	0	0	1	1	2	4	2	2	0	1	2	3	0	0	3	0	0	1	3	0	0	1	0	1	2	2	1	1	5	2	4	1	1	0	0	2	0	0	1	0	1	0	3	0	2	2	2	1	1	4	3	1	1	0	2	1	1	0
o55	0	0	2	0	1	1	0	0	0	0	1	0	5	1	0	0	2	0	1	0	0	0	5	2	1	2	1	0	2	2	0	0	1	2	1	0	3	1	0	1	1	1	0	2	2	0	4	3	3	1	0	0	1	2	3	3	2	3	1	4	1	0	3	0	2	4	0	0	2	4	0	5	1	0	2	4	4	0	2	1
o56	7	2	0	3	0	2	1	0	1	2	1	4	1	0	2	0	2	1	1	1	1	1	0	2	2	2	6	2	2	1	2	2	3	0	1	3	4	3	1	2	0	4	1	1	2	1	1	0	0	0	0	2	2	5	2	0	1	0	0	0	0	0	0	1	0	1	1	4	0	4	1	2	0	5	0	0	0	1	1	4
o57	0	1	0	3	1	0	0	0	2	0	0	1	1	0	1	0	4	1	0	5	0	5	2	0	1	8	0	0	0	3	2	2	0	1	2	0	3	0	0	0	0	0	3	0	2	2	0	2	1	2	0	1	1	1	1	0	1	1	2	1	2	1	2	1	1	3	1	0	0	0	1	0	1	0	2	1	2	2	1	3
o58	0	1	0	2	7	0	4	0	0	0	3	2	1	1	0	1	2	2	2	7	1	1	1	0	1	6	2	0	0	4	0	7	2	1	3	1	1	0	2	3	1	0	2	6	1	1	1	0	0	0	0	9	1	0	0	1	0	2	0	0	1	2	0	0	0	3	0	2	0	3	5	2	3	3	1	2	2	4	2	0
o59	6	1	1	3	1	0	3	2	1	0	1	2	2	2	2	0	1	3	0	2	1	1	2	3	1	0	4	2	5	0	5	1	0	1	2	7	4	1	1	0	1	2	1	1	0	5	5	2	0	2	1	0	0	0	3	4	0	0	1	0	1	0	1	1	1	0	0	1	2	3	6	3	0	0	4	0	2	0	0	1
o60	2	2	2	0	2	3	1	0	1	1	5	1	3	4	0	1	0	1	2	1	3	0	0	0	0	0	1	0	3	4	5	0	2	1	1	1	0	0	3	6	1	1	1	5	1	6	1	0	0	0	1	0	0	1	1	5	0	7	1	3	6	0	2	3	1	2	1	3	4	0	0	0	2	1	2	0	2	5	1	2
o61	0	0	0	5	4	0	1	6	2	1	1	1	0	2	3	3	0	0	2	2	1	1	2	0	1	1	0	0	1	0	3	3	4	0	2	0	5	0	1	1	1	0	0	0	0	0	0	6	1	4	0	2	0	1	0	2	2	1	0	2	0	6	0	0	1	0	5	1	2	3	1	0	3	1	2	0	8	0	0	6
o62	1	0	0	0	0	1	5	2	1	1	5	0	1	4	1	3	1	4	0	0	3	0	2	5	0	0	1	1	0	0	1	5	0	1	0	3	2	0	4	1	2	3	2	4	0	2	2	2	0	2	10	0	2	0	2	0	1	2	1	1	1	0	1	0	1	0	1	1	1	0	0	2	0	1	2	2	2	1	1	3
o63	0	2	2	0	4	1	1	1	3	0	1	5	0	4	0	3	4	1	1	4	0	1	2	0	0	1	1	4	0	1	0	3	0	0	0	1	6	4	0	0	4	0	1	3	1	1	4	0	2	7	1	3	0	0	1	0	4	1	0	1	0	1	1	6	4	1	8	2	4	0	0	5	0	2	0	0	1	2	4	0
o64	1	0	1	1	2	2	1	0	1	1	2	4	1	3	1	4	1	0	1	0	0	0	3	2	1	9	6	0	0	3	1	2	0	0	3	4	0	2	2	0	0	2	2	1	0	0	4	0	1	3	0	0	0	1	0	0	0	1	0	0	0	3	0	1	2	1	2	0	2	2	1	0	0	2	0	0	1	1	1	0
o65	2	1	3	0	2	0	1	0	3	0	3	0	0	1	0	0	0	1	3	1	1	0	0	1	0	0	4	3	2	1	7	0	3	0	3	1	1	1	0	0	1	0	0	0	7	5	3	0	0	2	0	0	1	2	3	3	2	2	0	4	7	0	0	1	4	1	2	0	3	3	0	4	0	0	2	3	3	2	0	0
o66	2	0	1	1	1	0	2	3	1	0	2	2	0	2	2	3	3	0	3	2	0	1	2	0	0	3	0	2	2	1	1	3	0	1	6	3	1	1	2	5	0	2	3	0	4	0	0	1	1	3	0	2	1	2	1	0	5	0	0	5	6	0	2	4	1	0	1	3	0	1	1	2	0	0	4	3	0	0	4	0
o67	0	0	1	1	2	2	0	1	2	0	1	0	1	0	3	1	2	3	1	2	5	3	9	0	0	2	0	0	2	0	1	4	1	0	3	2	1	0	0	3	0	5	3	0	4	3	0	0	3	0	2	0	6	0	0	1	4	4	1	2	0	1	0	0	1	0	0	1	3	2	1	5	0	0	4	1	4	1	1	2
o68	2	2	0	4	1	5	0	2	3	3	5	1	4	1	0	3	2	0	0	1	2	1	1	1	0	0	4	0	3	0	1	0	1	0	1	0	0	3	2	3	0	0	0	0	1	1	3	0	3	2	0	0	2	3	3	0	0	4	1	6	2	2	3	5	0	0	3	0	1	2	0	0	5	0	0	1	1	3	3	4
o69	4	0	0	2	4	6	0	0	0	6	0	2	1	0	4	3	1	3	3	5	2	4	1	1	0	1	4	1	0	5	2	1	1	1	0	0	4	1	0	4	2	0	5	4	1	0	4	2	0	0	0	2	1	0	4	1	4	1	0	2	2	2	1	2	0	4	2	0	0	0	2	0	0	2	0	1	2	1	1	0
o70	1	1	3	0	3	3	2	4	1	1	0	2	4	5	0	0	0	2	3	0	2	0	2	0	0	0	3	0	0	2	3	0	0	4	2	1	0	2	0	2	3	0	0	0	1	2	3	4	0	4	3	0	3	2	0	1	0	2	1	4	1	0	0	1	0	0	1	2	2	5	1	0	4	0	5	0	0	1	0	3
o71	0	1	4	0	3	0	1	0	0	3	4	3	1	0	0	0	0	1	0	7	1	3	4	0	2	0	4	1	2	0	5	5	1	5	1	1	0	1	3	5	5	0	3	0	0	0	0	0	1	0	1	0	1	1	2	3	1	2	3	1	1	2	0	2	1	1	0	0	1	0	3	0	4	4	4	0	0	6	3	1
o72	0	2	1	1	1	1	4	2	3	1	2	0	2	3	3	2	3	1	3	0	0	0	1	0	4	0	1	4	0	2	0	2	2	4	0	3	2	2	4	2	0	3	0	2	1	1	2	0	0	0	2	1	0	1	1	0	2	0	0	2	0	1	3	1	6	1	1	1	0	5	2	0	0	0	2	2	4	1	3	1
o73	0	5	0	3	0	0	4	4	2	5	0	2	0	5	3	2	0	2	0	1	2	0	4	0	2	0	1	1	2	2	2	3	1	0	1	2	2	2	0	2	7	0	0	0	4	0	1	2	1	0	1	0	1	0	0	2	2	2	2	1	2	0	6	0	0	2	3	2	0	0	1	4	5	0	1	4	1	2	0	0
o74	4	0	0	0	0	3	1	1	1	0	1	0	3	0	6	0	1	6	2	4	2	0	1	4	1	1	2	1	3	1	2	1	0	2	0	1	0	0	5	5	0	3	0	1	2	0	0	5	1	1	0	1	3	0	0	0	2	0	2	0	0	0	1	0	0	1	1	2	0	3	1	3	2	1	0	1	0	2	1	0
o75	1	0	1	0	2	3	0	0	0	1	1	0	2	0	5	1	0	0	1	0	0	0	1	1	0	4	0	0	2	1	4	1	5	0	0	0	3	2	0	0	2	2	1	0	1	2	0	1	0	1	1	3	2	1	0	0	2	0	2	0	0	0	3	1	0	1	0	0	1	2	0	1	0	3	0	0	5	8	1	0
o76	2	6	1	2	0	5	1	1	1	2	2	0	1	5	2	0	2	4	5	3	0	4	2	1	2	2	7	1	0	1	0	0	2	0	2	0	0	0	5	0	2	0	0	0	0	1	0	4	1	1	4	1	0	3	1	2	0	3	0	3	1	1	1	0	0	1	4	3	0	1	6	0	5	0	4	1	2	0	1	0
o77	3	0	2	2	0	1	3	2	1	2	0	0	0	0	5	0	0	1	2	1	2	0	3	0	8	0	0	2	1	4	2	5	0	1	1	2	4	0	1	0	1	2	1	1	1	1	1	0	1	0	1	1	2	4	0	1	3	1	0	0	0	9	1	0	1	0	0	0	0	0	2	0	0	1	6	2	1	2	1	0
o78	2	3	2	6	0	2	0	0	1	0	6	0	1	2	1	1	1	3	1	2	0	1	4	0	3	1	3	0	1	2	0	2	0	0	2	6	1	0	2	1	0	1	1	0	3	1	0	0	3	2	2	2	2	3	1	3	0	4	4	1	0	6	4	2	0	1	2	2	1	0	1	3	1	2	4	2	0	2	2	1
o79	0	0	1	1	0	1	0	0	0	2	3	1	0	0	4	0	0	1	5	3	0	1	0	0	1	1	0	0	0	3	1	2	2	6	3	4	2	3	2	0	0	1	0	1	2	1	1	5	0	2	1	1	2	0	0	0	0	6	0	0	3	0	4	0	0	3	1	2	2	0	1	5	1	1	0	0	0	1	0	5
o80	0	5	0	5	2	0	0	2	0	0	0	1	1	0	2	1	0	1	1	0	2	5	0	3	2	2	3	0	5	0	0	0	0	1	0	2	1	1	6	2	1	2	4	3	1	0	1	0	1	0	0	0	2	2	4	0	1	0	0	3	0	2	2	1	5	3	4	2	2	1	1	1	5	0	2	2	2	1	0	0
o81	2	0	0	0	0	2	0	0	1	2	4	2	0	5	3	2	4	0	0	2	3	3	3	1	3	0	2	1	1	2	0	0	5	0	0	0	5	2	1	1	0	0	4	0	4	1	3	6	0	1	4	1	0	2	2	0	3	1	2	3	3	2	1	0	1	0	1	1	3	1	0	0	1	0	2	0	1	1	1	1
