# Constructed from biom file
#OTU ID	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79
o10	0	5	4	-9	-1	-4	-4	-9	-10	-10	-10	-4	-10	-1	3	4	-9	-4	-10	4	-4	-1	-4	-10	-10	0	-1	4	-3	-9	6	0	2	-10	0	4	1	-3	-10	-10	-1	-10	-1	0	-10	0	-10	0	-10	4	-1	3	3	-10	-4	0	-10	-4	-9	-10	-9	5	-10	-4	0	5	0	-10	4	-9	-10	3	6	-10	-3	-1	-9	-9	0	-10
o11	0	-10	-10	1	-10	-4	-4	0	-1	-1	5	5	-3	-10	-4	-9	-9	-4	-10	-4	-10	-10	-10	-10	3	-9	1	2	0	-9	-4	-4	-10	-4	-1	-10	-9	5	-4	-4	3	-1	-3	2	-10	4	-10	0	-4	-10	-3	4	-10	-4	-1	-9	-1	-4	1	-10	-9	-3	-1	-10	-9	-4	-3	-10	2	-9	3	-10	-9	-1	4	-10	5	-9	7	-10
o12	-9	-10	-10	6	3	-10	-4	0	1	0	5	-4	2	-4	-1	-9	-3	-4	1	-4	5	-4	-10	0	6	-3	4	1	3	-3	-10	1	-10	-10	-4	-10	-9	-10	-4	-4	-10	-10	-10	-9	-10	-4	-10	-10	-10	-1	-9	-10	-4	-10	-10	4	-10	1	1	-3	-9	-9	-4	-10	-9	-10	5	2	-3	5	-10	0	-3	4	1	4	-9	-9	1	-4
o13	-9	1	5	-3	-1	3	-4	0	-4	-10	5	3	-10	0	-10	-9	-9	6	-4	-10	-4	-10	-10	-4	-1	-9	-3	-10	-9	-1	-10	-10	-10	-10	4	-10	-3	-3	-10	-10	-10	-10	0	-1	5	-1	-4	1	-10	0	-9	-10	0	-10	-1	-9	-10	5	-9	-3	6	-9	-10	-10	-3	-10	1	-3	-10	-9	5	-4	-9	4	-9	-10	-1	-9	5	-1
o14	5	1	-10	-9	-10	-1	2	0	-10	-1	-10	4	3	-4	-10	-1	5	-1	-4	-4	-10	-10	1	0	-10	4	-10	5	3	-1	-1	-4	2	-10	-10	3	-3	-1	-10	-4	1	-10	1	-9	-1	-10	2	-10	-4	3	-3	1	-10	-1	-4	-9	-10	3	-9	-1	-9	-3	7	-10	-3	2	2	-10	-10	-3	-4	-10	-9	-10	-9	1	-9	6	1	-10
o15	-9	1	-4	6	-10	-10	0	-3	3	-4	0	-1	2	-4	2	-9	1	-10	1	1	-4	-10	-10	4	-4	4	-3	-4	-9	-9	6	-10	-10	5	-4	-10	0	0	-10	-4	-1	-10	1	2	-10	-10	5	-10	4	-1	7	-1	-1	6	-10	-9	-4	-4	3	-10	-3	-9	-4	4	-9	-10	-3	-10	-10	-1	5	3	-9	6	3	-1	1	-9	-10	5
o16	4	-4	-4	-1	-10	-10	-4	3	-10	1	4	-10	5	-10	-4	-9	1	-1	-10	-4	-10	-10	-10	0	1	-9	-3	-1	-3	-9	-4	4	-10	-10	1	-3	-9	-3	3	0	-1	0	1	-9	-10	4	-4	-4	2	5	-9	-4	-4	-10	-10	2	2	-10	0	-10	-9	-3	-10	5	2	-10	-3	-10	-3	-9	0	-1	-9	1	4	-10	2	6	-1	5
o17	1	4	-1	-1	-4	4	-1	2	3	-10	-10	2	-10	5	5	-3	-9	1	-10	-10	-10	4	-1	2	-10	-3	-10	-4	-3	-9	-4	-4	2	-10	-4	6	3	-10	-1	-4	-10	2	-10	-9	-4	-4	3	6	0	3	7	-10	2	-4	0	4	1	-10	-9	1	-9	-9	-10	3	3	-4	0	-1	-3	3	-1	-4	-3	-1	-9	6	6	3	6	-10
o18	-9	-4	5	-9	-10	-4	-10	-9	3	0	-4	-4	4	-10	-4	-9	-3	-10	-10	-10	2	-10	1	-10	4	2	0	5	-9	5	-10	-10	2	-4	-10	0	-9	1	-10	-10	-10	-10	-10	-3	-10	-10	2	-4	0	-10	1	1	-10	-10	4	-9	-10	-10	-3	3	0	0	6	-4	3	3	4	-1	-3	-3	-1	-10	1	-10	-3	-1	-9	-9	-1	4
o19	1	-10	4	-9	1	-4	-10	-9	5	-4	1	-10	3	1	2	2	-9	-10	-1	2	-10	-4	-10	1	-4	-9	-3	-10	0	-9	-4	-10	-10	0	-10	-10	0	-3	-1	6	1	-10	2	-3	-10	-4	4	-10	-10	-1	-1	-10	-4	-4	6	-9	-10	-10	-3	-10	-9	1	-10	-1	3	5	-10	0	-10	-3	3	-10	-1	-10	2	-1	-9	-3	-4	-4
o20	3	-10	-10	-9	-10	1	1	-9	-10	-10	-4	-10	1	-10	-4	4	1	-10	-1	-10	-10	-1	-4	-4	-4	0	-1	-4	2	-9	4	-4	-10	4	-1	-10	2	3	-10	5	5	-10	-10	3	-1	-10	0	-10	-1	-1	-3	-10	4	-4	-10	-3	-10	-10	5	-10	4	2	-1	0	-1	1	-10	3	2	-9	-10	3	-9	-10	-9	2	-9	-9	-10	-4
o21	0	-4	-10	2	-10	-1	0	-9	-10	3	-1	0	-10	0	1	-9	-9	-1	-4	-10	0	-10	-4	-4	-10	-9	-1	2	1	5	4	-1	-10	5	3	-10	0	-10	-10	-10	1	-3	-10	5	-10	4	-10	6	-10	3	-1	0	-4	3	3	-3	-10	-4	-9	-1	-3	-9	-10	3	-1	0	2	-10	-10	-9	-10	-10	-1	1	-9	-4	-3	-9	-4	1
o22	-3	5	-4	-3	-1	1	-10	4	-4	5	-4	-1	-10	2	1	-9	-9	-4	-4	-10	-10	-1	-4	-10	-10	-9	-3	-10	-9	0	-10	-10	-3	-10	-1	-10	-3	2	1	-1	2	1	-10	-3	1	-10	-10	2	-4	-10	-9	-10	-4	-10	-10	4	-10	-10	-9	-10	0	2	-4	4	-9	-10	-1	-10	-3	0	-1	-4	1	1	-3	0	3	3	1	5
o23	0	0	-4	-9	-10	-10	-4	1	5	3	-1	-10	4	-4	-10	-9	-1	-10	-10	0	-1	-10	-4	-10	-10	-9	-10	1	-9	-9	-10	-10	-1	-10	6	-1	-1	-3	4	-10	-4	-3	-10	-3	1	6	-4	-4	5	4	-1	3	-10	1	-10	-9	-4	-10	-9	-10	-9	-1	-4	-4	-3	-10	-3	3	-10	-9	7	-10	-3	-10	-3	-10	5	-3	-4	-10
o24	0	-4	0	4	-10	3	-10	-9	4	-4	2	4	-3	-1	-10	-9	6	3	-4	-4	0	-10	-10	-4	-10	-9	3	-4	0	-9	-10	-4	-3	-10	3	-3	-9	-10	-4	-10	4	-1	-10	-3	-10	-10	5	4	-1	-10	-9	-4	-10	4	-10	3	-10	-1	-9	-10	-9	0	0	4	-3	-10	-3	-1	-3	-9	6	-10	-9	-10	-9	-10	3	-3	-1	3
o25	0	-4	-4	-9	-10	1	-4	-9	0	-1	-10	-4	-10	1	0	5	-9	-10	-10	-4	-10	4	-10	0	-1	3	0	3	2	-9	-4	-10	-10	-10	-10	-10	3	-3	1	0	0	4	2	-3	1	3	0	-4	-4	1	-9	5	-1	-4	3	4	-10	-4	4	-3	-9	6	-10	-10	0	-10	-1	4	-10	2	-4	5	-1	-10	1	-4	2	-3	-1	3
o26	-3	-4	-10	5	-10	-10	1	-9	0	1	-4	-1	-10	-1	6	-3	-9	-4	-1	-10	-10	-4	0	0	4	0	-10	-10	-9	-9	-10	-4	-1	-10	-10	-3	-1	-10	-1	-10	-10	-1	3	-9	-1	-4	1	-10	3	6	-9	-4	-10	-4	6	0	5	-4	-9	5	-9	-9	4	0	-1	-1	-10	-10	-3	-9	-4	-10	-3	1	-9	-10	1	-3	-10	-4
o27	-9	3	1	-9	-1	-4	-4	-3	0	5	0	-4	0	-4	-1	3	1	-4	-10	-1	-10	-10	-4	-10	-10	-9	-10	-10	3	-1	-10	2	-10	-10	-1	-10	-3	0	-4	-1	0	-10	6	3	1	6	5	-4	-10	-10	-3	5	-4	-1	-1	0	-10	-1	-3	0	-3	4	-10	4	-9	4	2	3	5	-1	-4	-4	-3	-4	-3	0	-9	-3	-4	3
o28	-9	-4	-10	-9	-1	-10	-4	1	-1	-10	0	-1	-3	-4	-10	-9	1	-4	1	0	6	-10	-10	4	3	3	-3	-10	-9	3	-10	-1	5	1	-10	4	3	-3	-4	1	1	-10	-10	-9	-10	-1	-4	-4	0	-4	-9	-10	-10	-4	-4	0	-4	-1	2	-3	-9	-3	-10	-4	-3	-10	4	-10	-3	-9	-4	-10	-3	0	-9	-4	3	-1	-10	-10
o29	-3	-10	5	2	-10	-4	0	-3	0	-10	-10	2	-3	-10	-10	-1	2	0	0	-10	-4	-10	-1	-1	0	-9	-10	1	1	-3	2	-10	-10	-10	-10	5	-3	1	-4	-10	-1	-3	-1	-9	-10	-4	1	-10	0	1	0	0	-4	1	-4	3	-4	3	3	-10	-9	-3	-10	-4	-9	-10	4	1	4	-9	-1	-10	-9	3	-9	4	-9	-3	1	-10
o30	-9	-10	6	-1	-10	5	-4	-3	-4	-4	-10	-1	3	-10	-10	-9	-9	-10	-10	-1	-4	-4	2	-10	-4	-9	-10	3	4	-3	-1	-10	-10	-10	-4	-10	-9	-3	1	-1	-10	-10	-10	3	-10	1	-10	-10	2	-10	-1	-1	1	0	-10	4	6	-10	-3	0	6	-9	-10	-10	-9	-4	3	-10	-10	-3	-4	-10	-3	-10	-9	-4	-3	-1	-4	-1
o31	2	0	-1	-1	2	-1	-10	-9	-4	-4	-4	-10	2	-4	-1	0	-9	-10	2	-4	-10	-10	-1	5	-10	0	-3	-4	0	-3	-1	-10	-3	-10	6	-10	-9	-3	-4	-10	6	-3	4	-9	-4	-10	-1	-1	-10	3	-1	-10	0	-1	-10	-9	-1	-4	-9	-3	-9	-9	5	1	-3	-1	0	-10	-10	-9	-1	6	-9	-10	-1	-4	-3	-1	2	3
o32	1	-10	0	-9	4	-10	0	0	-10	5	0	-4	2	5	-4	5	-3	-1	-4	3	-10	-1	-1	1	2	0	3	0	-9	-9	-4	-4	3	-10	-4	-10	3	-10	-4	-4	-4	6	-10	-1	-1	4	1	-4	2	-10	3	-10	-10	6	-4	-9	-10	3	0	0	-3	-9	-4	-10	-9	5	-3	-3	-1	3	6	-4	-3	-4	3	2	-1	-9	3	0
o33	-3	-4	0	1	-4	-1	-4	-3	-1	4	-10	0	-3	-4	3	-9	-9	-10	4	-1	4	-10	2	2	-10	-3	6	-4	-9	-1	-10	-10	2	-10	5	-10	-9	-10	-10	-4	-10	-10	2	-3	-10	4	-10	-4	-10	-10	-9	1	-10	5	-10	0	-10	-4	1	-1	6	-3	3	3	-9	-10	-10	6	-10	-1	-4	0	-3	-10	-3	-10	0	-9	-10	7
o34	-9	-10	-4	-9	-10	-10	1	3	-10	5	-4	-10	-10	0	-10	-9	-9	-10	-10	6	-10	-10	6	5	-4	-3	-10	-10	2	-9	-10	3	-1	-4	-10	-3	-3	-3	4	-10	-10	-3	-10	-1	-10	-10	-4	-10	-4	1	-9	-10	-10	-4	-10	1	-4	-10	-3	-10	-9	-3	-4	2	-3	-4	5	-3	2	-1	6	-4	0	-1	-1	-4	2	-9	-10	-4
o35	-3	-1	4	-9	-4	-10	-10	6	0	-1	-4	-1	-10	4	4	-9	-1	-10	-4	-10	4	-1	6	2	-1	1	-10	4	2	-9	-10	4	-3	-4	-1	-3	-3	-1	-10	0	3	2	-1	-9	-10	1	-4	-4	6	1	3	1	-10	-10	-4	-9	-4	-4	-9	-3	0	2	-10	1	4	-4	5	0	-1	-3	-1	-1	-3	-4	-9	6	3	-1	5	-4
o36	-3	-10	-10	-3	-10	-4	-4	-9	5	-4	-10	-1	0	3	0	3	3	1	0	2	4	-10	-10	-4	3	5	-3	0	-9	-9	-10	-4	-10	-4	-10	-10	-1	-10	-10	-4	-10	-10	1	-9	0	-10	-4	4	-10	-10	0	2	-10	6	5	4	5	-10	-9	-10	5	-9	-10	-1	-9	-10	-10	-10	-10	-9	-4	-1	-3	1	-3	-10	2	-9	-10	1
o37	4	-4	0	-3	0	-10	-10	4	-10	-4	5	-4	-10	-10	1	3	-9	-10	-10	-4	-10	-4	-1	-4	-1	-9	0	-10	3	4	5	0	0	0	1	5	-1	0	-4	-10	-1	-10	-10	-9	-4	5	-4	-1	-4	3	-9	0	-1	-10	-4	-9	1	5	-3	-10	5	-9	1	-4	0	-4	-1	-10	0	3	-4	1	-3	-10	-9	-10	-9	-3	-10	-1
o38	-9	-10	-10	-3	5	5	-10	-9	0	5	-10	-4	-3	-1	-10	-1	-9	5	-4	2	-4	-10	-4	3	4	5	2	-4	0	-1	0	1	-3	-4	-10	3	2	-10	-4	-1	-10	-10	-10	-9	3	0	4	2	-4	0	-9	-10	-10	-4	2	-9	1	-10	3	-3	4	-3	-4	-1	-9	-1	-3	-3	-3	4	-10	-4	-9	0	-9	4	-3	-3	6	2
o39	0	-10	-10	-3	0	-1	-4	-9	-10	-1	-10	-10	-1	-4	-4	-9	-9	-10	-4	-1	0	0	-10	-10	3	-3	4	-10	0	-3	-10	-10	2	2	-10	1	6	-10	0	-4	-10	-1	-3	-9	1	-4	-10	-10	1	0	-9	5	-10	2	-10	-3	-10	-1	-9	0	-9	0	4	7	-3	4	2	-3	-1	6	-10	5	4	-10	0	-10	-3	-9	-4	-4
o40	-3	6	-10	5	3	-4	-4	-9	-1	-4	-4	-10	3	-10	-1	-3	2	3	3	1	-10	4	2	-10	5	-3	-3	-1	0	2	-10	-4	3	-4	2	2	0	4	-4	-10	0	-10	-10	-9	-4	-10	0	0	-1	5	0	-10	5	4	-10	-9	-10	-10	-9	5	2	-9	-4	0	6	-4	-10	0	-10	-9	0	-4	-3	-10	-9	-4	-9	1	4	-10
o41	0	5	-10	-9	-4	0	-10	-3	-4	-10	-4	-10	-10	-1	-10	-3	-3	3	1	-10	-4	-4	-10	2	-10	-9	-3	4	-3	-3	-10	-10	6	-10	-4	-10	-3	-10	3	-1	-4	-10	-10	-9	3	-4	-4	-4	2	5	-9	-1	1	2	-4	-3	3	-10	-3	5	-3	-1	-1	0	0	2	1	5	5	-3	0	-10	0	0	-3	-10	-9	2	-4	-4
o42	-9	-10	-10	-3	-10	-10	-4	-9	-1	0	-10	-4	6	-4	-1	-3	-9	-4	3	-4	-1	1	-10	-10	-4	-9	-10	-10	0	-9	-10	7	-10	1	-10	5	-9	2	-10	5	-10	-3	-1	-9	-4	-4	-10	3	-10	1	1	-10	4	3	-10	-9	-4	-10	-9	-10	-9	-9	-10	-4	-9	-10	-10	-10	-10	3	-10	0	-9	-10	-3	-10	-3	-9	3	-10
o43	-9	1	-1	5	-4	2	-10	-3	-1	-10	-4	2	4	-10	-4	-9	-1	-10	0	-10	2	-10	-10	-4	-1	2	0	0	0	-1	-10	-1	3	-4	2	0	4	0	-10	-10	-4	-3	-10	1	2	-10	-4	1	-10	2	-9	0	6	0	-4	-3	5	3	-9	-10	0	-9	-10	1	4	-10	-10	2	1	-1	-1	1	-9	-1	-9	-10	-3	-9	-10	-4
o44	-3	-10	-10	-9	-1	1	-10	-9	6	0	-10	-4	5	-10	-10	-3	-9	-10	-4	4	-10	3	-10	5	-10	-3	-3	-4	4	1	3	-4	1	-10	-4	-10	-9	-10	-10	-10	-4	6	-1	-3	0	-10	-10	0	0	-10	-9	4	-10	-10	-10	0	-10	-10	-9	-3	3	-9	6	-4	-3	6	0	-3	-10	-3	-4	5	-9	-10	-3	-1	-9	-9	-10	2
o45	-9	-10	2	-9	-1	-4	5	-3	-1	-10	-10	-10	1	-4	-10	-9	1	-4	-10	-10	-10	-10	-10	-1	3	3	1	-4	-9	2	-4	-4	-1	0	3	-1	-3	0	-1	0	5	-10	-10	-1	-10	1	-10	-10	-10	-4	0	-10	-4	-10	-10	3	-4	6	2	-10	-3	-3	2	-10	-9	-4	-10	0	-1	-9	-10	0	0	-10	0	0	-3	4	-10	-10
o46	0	-4	-4	0	3	-10	-10	0	4	-10	-10	-4	-10	-4	-4	-1	-9	-10	-4	2	3	-10	-1	-10	-10	-3	2	-4	2	2	-4	2	0	2	0	-1	4	-3	-1	-1	-10	-1	-1	1	3	-1	-10	-10	-10	-10	-3	-4	1	-10	2	-9	-4	-10	-9	-10	-3	6	-10	-4	-9	3	2	-10	-10	-1	-1	-4	1	-4	-3	0	-3	-9	-4	-10
o47	-9	-4	0	-9	-10	-10	-10	-3	2	-4	-10	-4	-3	-4	-10	0	-9	-10	-10	-4	-4	-4	4	1	-10	-9	0	-4	-3	-9	-10	-1	-3	0	-4	-10	-9	-10	0	-10	-4	-10	-1	3	-10	5	-10	-10	1	1	-9	-10	-1	-10	-4	-9	-10	5	-3	-10	5	-3	-4	0	-3	-1	-10	2	-3	-9	-10	-4	-3	-4	-9	1	-9	-1	-1	-10
o48	-9	-10	-10	4	-10	-10	-4	-9	-10	0	-4	-10	-10	-10	2	-9	3	-4	3	0	-4	4	-10	7	2	-3	-3	-1	-3	-3	-1	4	-10	1	-10	5	-3	-10	-4	3	-1	-10	2	-9	-10	4	-4	5	3	-4	-9	2	-4	-10	-10	5	0	-4	4	-10	-3	-3	4	3	0	0	-10	-10	-1	-3	1	-4	-3	-10	-3	-4	-3	-9	-10	5
o49	-9	5	-1	-9	-1	-10	-10	1	0	-10	1	-10	5	-4	-10	-9	-9	-1	-10	-10	4	-4	4	-10	-4	-9	0	-10	-9	-9	-4	-10	-3	-10	-1	-10	-9	-10	-1	2	-10	5	2	-3	-4	-10	-10	4	-4	-1	2	-4	4	5	0	3	2	1	-9	-3	-3	-9	5	-4	-3	4	-10	-10	-10	-3	-10	-10	-3	-10	2	-10	-9	-9	7	-1
o50	-9	-10	-10	-3	3	-4	3	-9	-10	0	5	1	-10	3	-1	1	-9	-4	2	-1	3	4	-10	-10	1	-3	-1	-4	-3	0	-4	2	-10	-4	-10	4	-3	6	-1	-1	6	-10	0	2	-10	-10	-10	-10	7	-4	0	-1	1	5	-4	0	-10	-10	1	3	1	-1	-10	1	-9	-4	2	0	5	0	-1	1	-9	1	3	-4	-9	-3	-10	1
o51	0	-4	-4	6	-10	-10	-10	0	-10	-4	1	-10	2	-10	-1	-9	-9	-1	4	-10	1	-10	4	-1	4	-9	-10	3	-9	-3	-10	-10	2	-4	-10	-10	3	-3	1	4	4	-10	5	-3	3	-4	-10	-4	2	4	-9	-10	-4	2	-10	5	-10	0	-9	5	-9	-3	2	-1	-3	6	-1	-3	5	0	-10	-10	5	0	-9	-10	-1	-9	3	-10
o52	-9	-10	-1	-9	-10	-4	4	3	4	4	-10	-10	-10	-10	-10	-9	-9	-10	0	-10	5	1	2	-10	-4	0	3	-10	5	-3	-10	3	0	-10	-10	-10	3	-1	0	-10	-4	2	3	-9	5	1	-10	-4	2	3	-9	3	1	4	2	2	-10	-4	-3	-3	-9	-9	-10	-4	0	-10	2	1	-10	-9	-4	-10	4	-10	-9	-10	-3	-1	-1	1
o53	5	-4	-4	-9	-10	1	-10	3	-10	-1	1	-10	-10	-4	-10	-9	-9	-10	-4	0	1	-1	-4	-10	2	-9	5	-10	3	-9	1	-4	-10	-10	-10	6	4	-10	-4	-1	-1	-10	-10	-3	-4	-1	-4	-4	2	-4	-3	1	-10	-1	4	-9	4	-10	3	-10	2	-1	5	1	6	3	-10	0	-10	2	0	-10	-9	1	1	4	3	-9	-1	4
o54	0	-10	-1	-3	0	2	-4	-3	4	-10	-4	-1	-3	2	-10	-3	-3	6	-10	-10	-4	-1	-10	-10	-4	-3	0	4	0	1	-10	-4	-1	2	-10	-10	3	-10	-10	-4	2	-10	-10	-3	-10	-1	-1	0	-4	-4	5	-1	3	-4	-1	-9	-10	0	-9	-10	-3	-9	-4	-10	2	-10	1	1	1	-3	-4	4	3	-4	-3	-10	1	-3	-1	-10
o55	-9	-10	1	-9	-4	-4	-10	-9	-10	-10	-4	-10	5	-4	-10	-9	-1	-10	-1	-10	-10	-10	4	0	-4	0	-3	-10	0	1	-10	-10	-3	0	-4	-10	2	-3	-10	-4	-4	-3	-10	-1	0	-10	4	2	1	-4	-9	-10	-4	0	2	2	-1	3	-3	4	-3	-9	2	-10	0	3	-10	-10	0	4	-10	4	-3	-10	-1	3	4	-9	1	-4
o56	6	0	-10	2	-10	0	-4	-9	-4	0	-4	4	-3	-10	-1	-9	1	-4	-4	-4	-4	-1	-10	0	0	1	5	-1	1	-3	0	1	2	-10	-4	2	4	2	-4	0	-10	3	-3	-3	0	-4	-4	-10	-10	-10	-9	1	-1	4	1	-9	-4	-10	-9	-10	-9	-9	-10	-4	-9	-4	-3	4	-10	3	-4	0	-9	5	-9	-10	-9	-3	-4	4
o57	-9	-4	-10	3	-4	-10	-10	-9	0	-10	-10	-4	-1	-10	-4	-9	3	-4	-10	5	-10	5	-1	-10	-4	6	-10	-10	-9	2	1	1	-10	-1	-1	-10	1	-10	-10	-10	-10	-10	2	-9	0	1	-10	0	-4	0	-9	-4	-4	-4	-4	-9	-4	-4	-1	-3	0	-3	1	-1	-3	2	-3	-10	-10	-9	-4	-10	-3	-10	-1	-4	-1	-1	-4	2
o58	-9	-4	-10	0	6	-10	4	-9	-10	-10	3	-1	-3	-4	-10	-3	0	0	1	6	-4	-4	-4	-10	-4	5	-1	-10	-9	3	-10	6	-1	-4	3	-3	-3	-10	1	2	-4	-10	0	6	-1	-1	-4	-10	-10	-10	-9	7	-4	-10	-10	-3	-10	0	-9	-10	-3	-1	-10	-10	-9	3	-10	-1	-10	2	5	-1	3	1	-3	-1	-1	4	1	-10
o59	6	-4	-1	3	-4	-10	2	0	-1	-10	-4	-1	1	1	-1	-9	-3	2	-10	-1	-4	-4	-1	3	-4	-9	4	-1	5	-9	4	-4	-10	-4	0	6	3	-3	-4	-10	-4	1	-3	-3	-10	5	5	1	-10	-1	-3	-10	-10	-10	2	3	-10	-10	-3	-10	-3	-9	-4	-4	-3	-10	-10	-3	1	3	5	2	-9	-10	4	-10	-1	-9	-10	-4
o60	0	-1	1	-9	0	1	-4	-9	-4	-4	5	-4	2	4	-10	-3	-9	-4	0	-4	2	-10	-10	-10	-10	-9	-3	-10	3	4	5	-10	-1	-1	-4	-3	-9	-10	1	5	-4	-3	-3	4	-1	6	-4	-10	-10	-10	-3	-10	-10	-4	-4	5	-10	6	-3	3	6	-9	0	2	-3	1	-1	3	3	-9	-10	-10	-1	-4	0	-10	-1	5	-1	1
o61	-9	-10	-10	4	3	-10	-1	5	1	-4	-1	-4	-10	1	1	2	-9	-10	0	0	-4	-4	0	-10	-4	-3	-10	-10	-3	-9	2	3	3	-10	0	-10	5	-10	-4	-4	-4	-10	-10	-9	-10	-10	-10	6	-4	3	-9	0	-10	-4	-10	1	-1	-4	-9	1	-9	5	-10	-10	-3	-10	5	-3	0	3	-4	-10	2	-4	-1	-10	7	-9	-10	5
